Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
,,,7726,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,391,,FALSCH,WAHR
,,,7572,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,408,,FALSCH,WAHR
,,,7417,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,425,,FALSCH,WAHR
,,,7921,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,353,,FALSCH,WAHR
,,,7750,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,371,,FALSCH,WAHR
,,,7580,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,388,,FALSCH,WAHR
,,,7410,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,405,,FALSCH,WAHR
,,,7239,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,422,,FALSCH,WAHR
,,,7805,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,351,,FALSCH,WAHR
,,,7619,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,368,,FALSCH,WAHR
,,,7434,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,385,,FALSCH,WAHR
,,,7248,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,402,,FALSCH,WAHR
,,,7062,Mazda-2-1.5l-MZR-102PS-5Türer-SPORTS-SHZ-Scheckheft,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,419,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",13990,13403,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,Mazda 2 L SKYACTIV-G 90 5T 6AT AL-EXCLUSIVE TOU-P SHZ,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
21.500 km<br>
<strong>Hubraum</strong>
1.496 cm³<br>
<strong>Leistung</strong>
66 kW (90 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 4,5 l/100km (kombiniert)<br>
ca. 5,9 l/100km (innerorts)<br>
ca. 3,7 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 107 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
09/2015<br>
<strong>Anzahl der Fahrzeughalter</strong>
2<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaanlage<br>
<strong>Farbe (Hersteller)</strong>
Obsidiangrau<br>
<strong>Farbe</strong>
Grau Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Andere<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Musikstreaming integriert, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Pannenkit, Regensensor, Reifendruckkontrolle, Servolenkung, Sitzheizung, Sprachsteuerung, Spurhalteassistent, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Mazda,,"Marke_Mazda, Typ_Limousine, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_70 bis 100 PS,Leistung_Alle, Schaltung_Automatik, Farbe_Grau, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,472,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/5rgAAOSw2ZRfHwu8/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/aowAAOSw~XNfHwu9/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/vLkAAOSwhC9fHwu8/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/W2UAAOSwbxFfHwu9/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/r1wAAOSwdwpfHwu9/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/VikAAOSwr65fHwu9/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/HbQAAOSwoXFfHwu9/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/jykAAOSwHvVfHwu8/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/t-IAAOSwcQNfHwu8/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/Mo4AAOSw0LJfHwu9/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/X9cAAOSwQgZfHwu8/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/2-wAAOSwWcJfHwu8/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/NPYAAOSwNNxfHwu9/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ODkAAOSwJWtfHwu8/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/79EAAOSwPHhfHwu8/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/5rgAAOSw2ZRfHwu8/$_27.JPG,16,,,,,,,,,,,nil
,,,13333,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,498,,FALSCH,WAHR
,,,13263,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,523,,FALSCH,WAHR
,,,13193,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,549,,FALSCH,WAHR
,,,13123,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,575,,FALSCH,WAHR
,,,13240,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,452,,FALSCH,WAHR
,,,13147,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,478,,FALSCH,WAHR
,,,13054,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,504,,FALSCH,WAHR
,,,12961,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,529,,FALSCH,WAHR
,,,12867,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,555,,FALSCH,WAHR
,,,13078,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,440,,FALSCH,WAHR
,,,12961,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,466,,FALSCH,WAHR
,,,12845,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,492,,FALSCH,WAHR
,,,12728,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,517,,FALSCH,WAHR
,,,12612,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,543,,FALSCH,WAHR
,,,12916,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,432,,FALSCH,WAHR
,,,12776,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,458,,FALSCH,WAHR
,,,12636,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,484,,FALSCH,WAHR
,,,12496,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,509,,FALSCH,WAHR
,,,12356,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,554,,FALSCH,WAHR
,,,12753,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,442,,FALSCH,WAHR
,,,12590,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,468,,FALSCH,WAHR
,,,12427,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,494,,FALSCH,WAHR
,,,12264,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,519,,FALSCH,WAHR
,,,12100,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,545,,FALSCH,WAHR
,,,12591,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,436,,FALSCH,WAHR
,,,12404,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,462,,FALSCH,WAHR
,,,12218,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,487,,FALSCH,WAHR
,,,12031,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,513,,FALSCH,WAHR
,,,11845,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,539,,FALSCH,WAHR
,,,12428,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,431,,FALSCH,WAHR
,,,12219,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,457,,FALSCH,WAHR
,,,12009,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,483,,FALSCH,WAHR
,,,11799,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,508,,FALSCH,WAHR
,,,11589,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,534,,FALSCH,WAHR
,,,12266,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,427,,FALSCH,WAHR
,,,12033,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,453,,FALSCH,WAHR
,,,11800,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,479,,FALSCH,WAHR
,,,11567,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,504,,FALSCH,WAHR
,,,11333,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,530,,FALSCH,WAHR
,,,12104,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,424,,FALSCH,WAHR
,,,11847,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,450,,FALSCH,WAHR
,,,11591,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,476,,FALSCH,WAHR
,,,11334,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,501,,FALSCH,WAHR
,,,11078,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,527,,FALSCH,WAHR
,,,11941,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,421,,FALSCH,WAHR
,,,11661,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,447,,FALSCH,WAHR
,,,11382,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,473,,FALSCH,WAHR
,,,11102,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,499,,FALSCH,WAHR
,,,10822,Mazda-2-L-SKYACTIV-G-90-5T-6AT-AL-EXCLUSIVE-TOU-P-SHZ,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,524,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",16990,16313,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,Mazda 3 S SKYACTIV-G 120 6GS EXCLUSIVE ACT-P NAVI top,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
41.000 km<br>
<strong>Hubraum</strong>
1.998 cm³<br>
<strong>Leistung</strong>
88 kW (120 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 5,1 l/100km (kombiniert)<br>
ca. 6,5 l/100km (innerorts)<br>
ca. 4,3 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 119 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
06/2017<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Diamantsilber<br>
<strong>Farbe</strong>
Silber Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Andere<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Armlehne, Beheizbares Lenkrad, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Head-Up Display, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Multifunktionslenkrad, Musikstreaming integriert, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notbremsassistent, Pannenkit, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sprachsteuerung, Spurhalteassistent, Start/Stopp-Automatik, Tempomat, Totwinkel-Assistent, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Verkehrszeichenerkennung, Zentralverriegelung
</p>",Mazda,,"Marke_Mazda, Typ_Limousine, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_100 bis 150 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Silber, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,525,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/WRQAAOSw6hpfIFz2/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/EAwAAOSwtY1fIFz2/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/F4IAAOSw8WZfIFz2/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/rwwAAOSwNZFfIFz2/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/MrgAAOSwa3tfIFz2/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/QF4AAOSw~-dfIFz2/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/LbsAAOSwLNtfIFz2/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/OXEAAOSwBm9fIFz2/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/FhcAAOSweJ1fIFz2/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/LvUAAOSwR4JfIFz2/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/xeYAAOSwcONfIFz2/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/64sAAOSwlsZfIFz2/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/DSwAAOSw1qtfIFz2/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/~78AAOSwSUxfIFz2/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/-KwAAOSwi8pfIFz2/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/WRQAAOSw6hpfIFz2/$_27.JPG,16,,,,,,,,,,,nil
,,,16228,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,556,,FALSCH,WAHR
,,,16143,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,587,,FALSCH,WAHR
,,,16058,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,619,,FALSCH,WAHR
,,,15973,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,650,,FALSCH,WAHR
,,,16120,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,505,,FALSCH,WAHR
,,,16007,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,536,,FALSCH,WAHR
,,,15894,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,567,,FALSCH,WAHR
,,,15781,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,599,,FALSCH,WAHR
,,,15667,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,630,,FALSCH,WAHR
,,,15928,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,493,,FALSCH,WAHR
,,,15786,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,524,,FALSCH,WAHR
,,,15645,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,555,,FALSCH,WAHR
,,,15503,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,587,,FALSCH,WAHR
,,,15362,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,618,,FALSCH,WAHR
,,,15736,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,485,,FALSCH,WAHR
,,,15566,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,516,,FALSCH,WAHR
,,,15396,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,547,,FALSCH,WAHR
,,,15226,Mazda-3-S-SKYACTIV-G-120-6GS-EXCLUSIVE-ACT-P-NAVI-top,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,579,,FALSCH,WAHR
